timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
5988,29667367,5923794,52475,4441,67127,63147,21962841,411,672,22678,47362,5202508,142213,68630,4499743,16539,6303729,859,3246899,0,122,1,4418,9558,3583
5989,47087229,2466074,70835,93060,166047,180294,18773659,1010,17095,4712,7612,2760212,8980,61388,2776236,9121,7432712,1221,3919788,0,844,0,1909,12380,3645
5990,55329124,405538,9889,47784,175029,263937,9496813,886,8169,6916,37743,2944581,145130,24485,700060,2178,23732400,4080,4770787,0,2362,0,13539,21688,10739
5991,50364850,2389819,31619,42006,144377,258103,6339717,1880,10458,4287,26345,3520520,250539,20564,546854,9984,20187721,707,6003370,0,1019,0,20407,5126,1625
5992,14511049,2998787,63869,53777,190479,193413,9053629,1966,5137,15791,72883,3260608,270176,67668,7745974,7775,10453551,569,6266100,0,790,0,3750,1663,556
5993,39399496,6705666,65369,84419,245650,202803,10541461,3459,5660,8287,26524,4945910,169703,86818,7134547,20575,9409779,1796,3590178,0,1196,0,10687,8335,3542
5994,38144457,7223084,72564,12642,77535,257408,3008434,4240,12630,1481,18257,4572850,128420,71656,6080946,8421,7800692,2162,4614819,0,1905,1,22975,31557,6029
5995,28940526,5562860,65379,15717,117195,242827,17854435,5769,8221,2181,40278,5121219,236803,58299,6223566,11465,8248186,846,2536915,0,30,0,1715,4364,4096
5996,32725722,6467281,51244,5007,61972,63579,25282094,66,1488,14492,41684,6237776,181044,49053,5058993,10337,6759520,2649,3027163,0,4011,3,8074,16128,6679
5997,43970238,1661191,44131,121465,294553,401066,10987208,3524,31128,8302,18786,2881707,22903,36890,1422976,3392,19970734,1433,6711465,0,10716,0,797,13345,4949
5998,68188694,370246,5633,30100,59670,210628,10321730,2457,8146,4681,19262,2278635,54763,9006,412208,4946,21880071,2246,5235242,0,2096,0,19747,13429,2415
5999,42736090,4221158,81595,41089,290562,196657,7482764,1638,7034,2793,32396,3699842,155167,70376,5659932,12749,13987311,1484,4866449,0,1719,0,6209,962,488
6000,38801049,7307402,62282,5670,107617,237427,3905921,1649,7147,5224,41474,4876869,277579,63731,7328409,10333,9438249,1046,6222158,0,1262,0,6125,7173,3239
6001,21854071,3502649,52859,89870,234226,232855,7648363,1839,10884,543,17019,5693397,146135,125440,4326042,29923,5760090,1331,3630038,0,797,0,14437,13613,8118
6002,41312542,8202783,57774,4382,59486,346657,12193091,8749,17166,3928,27578,4266139,151950,52672,4959073,19871,5787825,2699,4090311,0,7308,0,1970,18613,3980
6003,37762706,7115054,62427,6391,109945,50367,25748782,36,377,15430,55232,6029910,184250,102492,3951829,38627,5860360,4218,3611375,0,8675,0,1459,2844,3786
6004,45449834,2109122,34927,100697,191372,171479,16327194,1205,8715,4457,12874,3186371,29699,33415,2036495,5646,20497264,2184,3824005,0,2784,0,8771,10442,5663
6005,56620229,294410,2751,23341,48442,286181,7497398,4175,26649,5278,28719,3634800,136835,3338,358116,1641,26577539,544,2898852,0,372,0,1490,13245,4204
6006,43608859,2239690,41118,40645,232531,294298,11148352,2305,8273,1058,21861,6324655,148790,113201,7374997,8567,9529432,1866,5281827,0,995,0,19165,5466,1934
6007,37146225,7436557,80298,8040,79066,226411,7240510,1436,8928,1331,23259,4554659,190078,170296,5914005,7982,6539459,1991,1982717,0,2372,0,5779,1977,660
6008,38223391,7017781,59632,5557,113691,269615,9811607,3272,11597,9092,53694,5094199,217008,223700,6583150,14553,8050887,1113,5532827,0,1799,2,7664,10905,4941
6009,36469821,7723363,78475,26289,97293,410448,10583942,4168,15897,1059,22026,4743834,120418,223508,7109915,2929,7785010,3048,4535029,0,6175,0,13433,13533,7478
6010,34555931,6614264,65972,11825,123637,389450,20329584,7601,32638,10640,43983,5545630,201507,111575,3967289,4138,5039002,2785,4018276,0,4649,0,2836,13298,3716
6011,51986495,1842022,24018,90343,168079,67164,26753522,144,1077,7836,19789,4605311,51033,38337,1965202,12490,2730719,270,2746535,0,85,0,686,1922,3915
6012,55970177,709870,14226,94456,193299,246003,10671703,2548,9625,5490,15339,2802732,25666,42112,2110687,8373,13103712,1638,4659629,0,1398,4,13688,11723,5749
6013,50021526,3569334,54222,33070,145944,253555,9438677,3060,10062,25973,65625,4172257,310943,3518,361291,2045,26219423,1027,3415278,0,1371,2,11668,14938,12737
6014,24898694,5244234,48220,64495,161470,226215,9941171,1961,9838,28254,61882,2104050,202555,70317,5857460,12905,16874544,1229,4319638,0,1237,39,15495,6978,2107
6015,24340621,3332308,91029,153619,433666,203223,9393839,1648,5869,4714,18585,4829074,88759,71509,7479071,11447,9997510,2282,4514195,0,1003,0,4675,291,289
6016,35139238,6727069,98258,9129,55732,279462,8503768,2080,7130,1511,24375,6372488,119978,75923,7263156,13114,10123495,681,4456919,0,670,1,11317,17368,7213
6017,39781164,7325308,163014,7383,28907,214405,14599142,2389,16367,8677,18990,5535557,108114,61855,6531643,7087,8817844,3185,5973476,35,8070,0,7173,8374,4060
6018,26884706,4901983,186616,40714,233702,62417,23878424,51,1431,7964,25391,5340144,88484,90106,5884273,8789,7969919,335,2714775,0,534,0,3038,12804,4791
6019,26540902,4135616,116358,30821,71394,366433,14526201,2637,32583,8204,28188,2401111,66998,35581,1730938,11089,15185940,517,2568367,0,623,0,1347,7317,3463
6020,56775501,294335,3462,23141,49064,234644,10863779,2141,7905,4650,11598,2087063,22090,3405,307137,1957,21973538,2096,5118850,0,1717,0,1729,9766,5005
6021,60026271,1351554,36431,25690,94835,200596,11895986,1532,5118,11233,44625,4131034,164131,47728,3647920,13792,13575973,1364,5486205,0,791,0,5752,18544,3174
6022,29991254,5544092,176408,16805,82173,208770,10208054,1663,4904,4496,20668,4080123,213344,55468,8178469,2930,11227218,3404,4140717,0,3022,0,9114,10746,2766
6023,40360239,7753363,102459,6619,20420,315823,7258113,1856,10553,15896,63213,5279064,307525,58435,4821103,11951,6514927,1094,6027227,0,842,0,11660,4823,1302
6024,33044869,5349588,48405,70541,228494,177830,6779907,2450,13927,2410,18139,4337075,151863,50151,5139882,12069,7012316,1081,2002723,0,537,40,16255,13181,5697
6025,33381093,6683340,60605,11374,67602,50613,26517556,50,297,7682,13345,3328749,114439,53125,6456845,3941,8917893,2985,5503516,0,7497,3,17492,1359,674
6026,40722972,3060198,28752,37326,113622,150944,20688778,3792,6548,4179,16603,2470655,100214,57443,7115851,8554,10974273,450,2736970,0,84,0,12326,15049,4481
6027,57672428,1523855,29629,42701,91487,579934,12514560,13077,24550,3040,10852,2543862,25383,23977,1026894,7569,15900812,1368,2547856,4,1342,1,8240,5135,1344
6028,64814862,2551031,90707,141896,253163,520855,8741573,7889,31908,16985,46573,3392113,115623,21678,999879,3343,20009632,4041,6147519,30,5542,0,5730,3371,1076
6029,26657822,766883,43821,44862,216425,234904,11234306,3247,9299,25350,73485,7344464,351918,67218,2351464,5717,19898696,921,4811983,0,4001,0,11363,11509,2137
6030,37021401,7682562,65655,16262,80042,269998,11282934,1760,9762,1905,9026,6543521,186013,135923,4679605,25304,9236067,2340,3350119,0,3781,0,8004,3869,5293
6031,35492241,6656504,83470,14715,110917,368415,8318298,6266,28553,2541,11232,5902474,122898,74897,8119873,5931,11064806,4090,5979604,0,3125,0,35495,11158,2949
6032,38123887,6467156,69491,79528,203872,343844,12418566,9085,17388,12754,53490,3726365,274355,57060,6687916,5329,9071468,1136,5754620,0,530,1,11903,30223,6699
6033,30472194,5645484,36397,10679,65495,49798,26747035,9,206,18506,38069,4912152,99637,67171,7562503,5846,10474452,2214,4022697,0,2436,0,5325,2750,1006
6034,38890633,1972194,41911,89607,198373,222473,16887771,3113,9638,4969,9088,3005608,12895,43243,4289252,5262,8257594,246,3072787,0,29,1,14036,19631,5014
6035,54049720,290805,3905,23239,52987,306878,10710293,2058,12180,4647,34739,4450833,164981,12836,638843,4019,21226279,1310,4316387,0,676,1,9319,3674,1100
6036,51584765,2351267,41288,29637,139084,257240,9461141,2060,10871,3284,28442,5441582,209823,19836,619464,6030,23314441,2772,5516310,0,1746,0,16211,7009,2268
6037,41259590,7023997,72714,97397,348460,222533,8868225,1494,9490,11762,53942,5956304,221362,112310,7250007,37732,11607251,1930,3185798,0,2059,0,6426,2354,672
6038,38353841,7519457,60997,7675,60726,263138,4355056,9076,14054,1249,6457,7141642,109318,127492,7628337,45248,10134563,1221,3495098,0,1028,0,4993,11652,3852
6039,39565272,7502308,46666,12867,101012,367715,5262852,1355,5207,1964,24896,4081232,209870,98474,5295028,32120,6940841,1075,4630463,0,1717,4,5454,10661,2371
6040,31728786,6127592,73436,15378,95817,340359,14187362,8053,15409,2718,25771,4510793,188059,101902,4074497,31164,5419761,4536,3719269,0,3647,19,27655,13851,8280
6041,35899311,6844140,58713,42173,117218,66915,24814128,114,1749,11433,47479,5251831,209396,79411,3657937,22482,17762477,2382,1948232,0,2345,1,9576,12731,15666
6042,51220897,1248729,30754,69125,223592,316486,14050244,1407,7393,7795,14994,4141016,35319,3706,366418,2196,26594144,414,3393766,0,970,0,4326,3009,704
6043,55175725,288630,3126,22448,48578,386689,6845576,1103,7568,10317,31622,2598918,56941,94278,2911006,27851,10298211,2203,7054730,0,14775,0,4917,634,458
6044,39517016,3293069,65388,25758,158125,443286,7011985,3989,20061,6324,39898,3737228,270600,120770,5477847,29399,7661430,1105,6236131,0,2784,1,23415,9852,2148
6045,41876604,8098388,67151,21317,87679,528666,6300690,1325,12716,2173,20438,5710251,148725,81137,6733865,9761,9267210,1567,6162870,0,2537,0,3708,1593,514
6046,30541459,6004011,49981,8758,71103,308090,6078655,823,3134,12305,69830,4627259,438471,114006,2466998,34035,3290808,3000,5162883,0,2236,0,11594,14340,8755
6047,35869518,6100999,70976,71529,238780,346477,10772511,5409,12477,11179,25934,6661345,127613,101749,5540069,16636,7652435,3998,3554829,0,5794,0,4333,5864,1069
6048,50233099,3571954,76182,75424,185799,89792,21227039,683,2205,13403,33672,4645335,109736,63267,7530175,4400,10301824,1007,4275210,0,3842,0,5480,4611,1573
6049,64576129,329919,3616,25476,55902,105186,20668385,488,3735,9188,27134,2747754,48259,85452,4274346,5188,15231004,1036,2820332,0,816,0,7382,9720,3878
6050,50309103,3066384,21129,24576,162021,445076,5733033,1880,26046,5404,33810,4364719,187238,7482,380956,3479,21848984,3078,5714877,0,3005,0,2683,6998,1329
6051,34591147,6868733,72761,14897,106665,356622,7353066,860,2924,2298,17278,6364277,186816,16323,397359,6668,16281308,4008,5003183,0,4492,1,14998,5573,1645
6052,35096772,7149242,73506,10457,121952,348249,7072523,654,3478,7718,47395,4383904,238481,59165,6849364,15365,9500588,2534,4927783,0,1464,0,15454,4443,1276
6053,42538395,8229637,66699,9554,72433,414896,4942442,1479,10379,1626,15062,4292090,105683,93200,7105739,7072,9681301,1296,4334887,0,1576,0,5048,1589,765
6054,24615274,4367650,55896,7396,85719,315021,5078638,3987,11721,6820,37502,2365476,246425,33902,7512371,2606,10152888,722,6045981,0,1394,1,6150,22158,5651
6055,25252039,5135415,36679,3623,37982,228667,19355390,5399,6050,13878,30353,6580768,170873,73398,6827242,8394,9443187,2647,4675183,0,8034,0,3897,3395,713
6056,46945929,5324627,63942,137170,313835,164425,20059995,461,19504,13510,29014,4027598,85567,54513,2990495,5621,12971579,522,2754916,0,703,0,7035,1417,720
6057,60411317,412201,7247,26592,65426,248104,11884521,1264,5084,11314,34472,2531500,52800,7515,432629,2245,22382610,1135,2960199,0,717,2,13206,19279,7133
6058,58359856,496995,18715,41317,126412,391541,6677921,1046,8507,5328,36106,4379519,146490,38967,1485558,14356,17615044,2008,5388368,0,1553,0,19121,5938,2124
6059,34014042,6657615,87330,28163,211341,469203,7229892,1170,6166,1990,13516,5822094,137899,65597,6020438,12408,8363980,3953,5080944,0,5017,0,8224,2052,671
6060,46448170,8310091,60667,62891,203148,273863,6104311,531,1537,8169,47704,5142843,247930,65670,7173331,9784,9793177,713,6461126,0,1237,0,5468,8086,3663
6061,42211773,8258289,68275,8110,61914,315548,5581162,712,6460,1149,14724,6102710,165656,61909,6657440,7697,9075975,2102,4086862,0,2767,0,8701,8770,2209
6062,41785940,7840077,57413,15067,77332,260591,16887817,1528,24683,12557,49167,4608240,169452,40586,2561240,6969,3408027,2114,6697182,0,4193,0,13688,17111,5005
6063,37069622,3889555,41159,32029,142506,69195,25888992,91,1919,3728,13846,2587999,30785,62055,6792551,7892,9411977,807,4203969,0,2495,3,14795,15936,7845
6064,58799947,285754,1487,24286,37705,369592,8720882,1305,6556,6792,22408,2773470,78127,29222,5533648,4082,12792253,2299,2605223,0,533,0,5451,12378,4032
6065,52911787,2756801,29320,32162,233509,318926,6551139,611,3692,15078,55240,5027502,284404,9731,396808,4680,20605181,1982,5590190,1,5650,0,1019,1663,2277
6066,36253390,7132042,72436,6329,82474,371301,6405362,861,7602,18468,70682,6295463,258538,30614,1220823,11900,19151778,1305,5526075,0,1830,0,13246,8985,1890
6067,31995076,6025015,72456,25628,144155,327081,5692054,2272,6885,5757,37793,5256478,253187,78194,4175730,22892,4581770,1213,5871023,0,3013,0,4503,3100,1376
6068,37355556,7332415,45651,5141,49584,418683,6207372,3781,8975,1291,12017,5717972,210997,83782,5144382,17693,5530745,1123,6092688,0,1690,1,11441,6503,3060
6069,17828734,3889414,40024,54685,104386,293281,7872158,4412,14985,17257,55089,3274252,267301,88349,5674271,13932,6079289,379,5938229,0,1735,2,8267,17388,8859
6070,25571714,4205732,75334,95583,259090,199666,22721832,1880,5197,25613,53131,2535546,111307,108177,6040528,22646,6749948,2602,4430073,0,7726,0,3111,12833,3635
6071,45702361,1773580,27538,47278,119890,257957,23334373,9258,12758,13277,37639,3157305,126203,101216,6521251,14798,6973588,341,3255152,0,1747,0,585,3962,3472
6072,62945096,1499676,28358,46801,96660,598074,8850630,10538,20074,5223,8439,3362072,28951,69241,3719441,9232,12862248,1542,2751488,0,1403,0,6910,13705,4895
6073,63964157,3149497,82228,130683,263371,319044,6306664,863,4080,36509,99909,6797055,330674,13556,700974,2794,21256907,4661,5819750,0,3517,0,426,2042,3625
6074,27258096,5821728,99972,33213,113126,379588,6534485,1082,7228,21526,77137,3463672,121623,23389,1014752,4908,22500939,445,6229329,0,1190,0,10026,4935,1735
6075,28646936,4700308,97134,99335,387919,531372,6002239,6533,22964,10002,55803,3310026,94125,120719,5848153,24553,7844133,660,2722683,0,1127,0,13221,6666,6378
6076,27235508,5947249,89462,16666,82773,338602,4670282,8572,16208,7659,39558,3681444,36053,99396,6966883,15845,7645584,1478,5228980,0,1301,0,22959,5621,2230
6077,28493121,5998616,105137,32125,148392,280098,14352808,7100,14104,7670,65598,2524629,160838,104986,7379210,16253,7909941,477,4119467,0,790,0,16690,30054,6309
6078,36211452,5230552,113486,72422,211418,61536,23697255,28,1514,4201,51636,2810251,81661,98613,5317680,24973,5772677,2705,3256957,0,2868,42,25032,24942,2965
6079,40675280,564656,21428,22872,50759,208509,17959220,2325,7718,23134,49284,5231173,159985,36785,1568835,6444,2795174,253,2771350,0,35,0,20598,19343,4928
6080,47754778,379918,10047,35237,174469,322491,9914550,3663,25310,11342,33269,2661608,55204,49745,1329607,1147,21859337,1612,3925920,0,1741,0,872,8117,1508
6081,46922311,3146889,61108,22607,141524,175691,9087978,5090,7801,7656,44123,3111437,104421,8788,436462,4875,23879690,2979,5471545,0,1888,1,23737,5410,1352
6082,32820541,7069113,99673,10835,72505,253335,10475075,2306,9768,3885,42772,3180200,51539,92530,5248987,18441,8044236,724,5890950,0,1814,0,4625,397,324
6083,33101898,5762655,104572,60503,282728,291853,7843875,4255,10553,3522,56367,3508174,94472,98911,6181697,20820,6667538,498,6602838,0,778,0,11695,18783,3812
6084,25634541,5441311,83448,9303,90479,225888,6880210,5039,11607,13544,79684,3015311,168276,93400,5977372,16962,6534758,2569,3316287,14,10368,0,14582,9312,2865
6085,24841479,4966828,77722,45965,150812,267860,19574273,4676,22085,21432,38631,4890763,91720,30327,1302576,7940,1537212,2489,2655754,0,2069,0,9623,19342,1960
6086,61881590,1126779,26684,58706,89127,83886,25748216,185,2075,5195,13307,2774192,25377,76723,3686568,14645,7959031,482,2865486,0,3170,0,18062,14068,782
6087,61294933,313431,3140,23670,53275,306692,9561037,3132,16803,5175,50780,2968111,114983,15737,725123,2550,24460008,2424,3204842,0,2564,0,7146,11199,4421
6088,23386024,3670091,97088,67557,390717,403921,8676177,3920,19065,6100,56226,3213979,107399,31284,1955471,7755,20582246,2995,6283217,0,13078,0,8698,9875,2318
6089,36170489,6605343,94980,52577,172106,158945,10606555,2545,5374,22588,95248,3640744,206589,98167,6145054,21172,6649191,1966,3045094,2,1021,0,18140,3948,865
6090,34335539,7444779,98200,12356,56169,132451,2669898,1155,8097,23393,95440,4124112,416065,96332,5393357,20775,6195134,2220,3210514,0,2005,0,6288,3024,1159
6091,24212043,4780734,87060,32011,252568,196691,9541032,1397,6328,17991,75468,2563039,333030,87728,5450810,17688,5855803,2165,2521652,0,624,0,10403,10636,5112
6092,31566969,7082921,103304,12728,95222,321627,14729659,8935,15848,7840,58868,3540740,107444,67136,4766584,8723,5101051,1845,2521880,0,661,0,11243,8964,5503
6093,37182029,5147228,85103,86570,199628,163356,19413281,702,15891,4749,36267,4124180,31081,77265,4395478,15872,5068428,2650,5329539,0,6898,0,3624,10796,2397
6094,60432114,283174,1682,24961,37259,155731,17381720,3374,7226,28709,67924,4563423,138524,30065,1355676,4439,20066234,254,2844425,0,22,0,2915,1170,614
6095,54161242,396091,13107,23420,94732,273585,7242335,4289,16783,3971,7198,2706511,12248,3047,344554,2138,24927982,4502,3288745,0,2608,0,11076,9361,4139
6096,25922418,5548287,95464,11977,132865,393516,2932702,18205,25935,5831,43020,2260210,149294,88433,5337922,16671,8413175,2349,4083287,0,2431,0,15405,13772,2355
6097,25386608,5821825,90755,20408,128065,182809,5216449,5726,7648,10636,69283,3350377,122813,87527,5337599,16633,5816274,2303,3476516,0,817,0,10060,1983,779
6098,34447519,7410607,100196,8679,68686,93598,3090046,593,5303,4247,45057,3592648,83643,88888,5870943,16001,6494051,1883,2731255,0,1493,0,15412,7887,1986
6099,23895010,4922050,92980,23737,164016,146028,4090485,4203,10684,11345,48443,3165869,68679,82780,5279746,16415,5670144,1542,2653782,0,1132,0,4047,11084,1941
6100,20005526,4351936,61493,5941,59223,235186,22245253,5704,8812,11391,24311,4823658,61940,77476,4186190,16868,4583816,2681,4623521,0,8587,0,3865,3174,797
6101,41428724,3117071,51911,84351,181814,68894,24401379,107,1920,4942,13106,2804396,23222,68328,3874332,8597,14124952,2264,3122548,0,872,0,3800,18213,3927
6102,58105177,721842,15141,86182,198923,351275,6468026,3285,27955,23572,92092,1449587,416248,3498,346500,1959,25181434,2313,2827746,0,1002,0,2139,2458,826
6103,53904930,1619033,37276,22830,110900,314481,7634272,6834,11810,5496,36980,3855607,64412,57630,2715525,17002,14214933,1589,3792598,0,651,0,15875,6563,1703
6104,27171091,5793538,103857,14681,130879,224543,4732644,5368,7477,8686,62964,3016951,130575,107747,6667838,20791,7230217,2211,3374014,0,1849,0,9318,3464,852
6105,33559594,6555226,110193,83544,344353,209249,4041922,1433,7820,7035,42087,3207765,49612,109612,4718329,17782,5350019,2326,3385808,0,975,0,5151,2261,727
