timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
5818,66672468,394183,9350,26960,96917,220609,10295568,893,9389,11119,32543,1921915,57693,35023,1216087,4482,22508794,2890,5661419,0,5092,0,7126,13296,9133
5819,27382750,5595531,69754,47419,256902,302735,4861139,1210,8985,5019,27808,3831925,131281,3447,347292,2370,24707931,1793,5255772,42,1806,1,11287,7343,4106
5820,39716866,7708197,54085,11936,103042,246757,6725925,9453,15867,1400,27270,5566110,190278,69822,6765666,10441,9412268,3467,5124610,0,4592,0,12767,2284,665
5821,31175548,5683860,119271,24590,134305,258991,5241883,2234,4980,8196,34956,5701722,205566,103846,7976575,21001,10809721,1129,1618192,0,734,1,4593,939,406
5822,25121871,5005752,52857,13978,79792,353884,5825628,1434,7785,3797,38309,3586444,197256,63486,6971531,6429,9601791,318,4118801,0,1054,0,8181,15452,9391
5823,23245518,4705861,38737,6380,58639,373688,6817033,5973,12925,4832,19546,3385150,101735,81424,6327264,12466,8212659,2878,4911754,0,6800,2,16552,12507,6315
5824,37795604,3318058,67253,158022,351769,161734,19855914,3708,5384,19220,38286,4980900,111785,55221,4148187,7338,8787255,1777,2589524,0,418,0,891,5411,4120
5825,65424165,333891,3418,26404,55626,153840,20814338,1604,14237,4374,7124,2878674,11010,12583,704807,2338,20702930,1622,3697638,0,983,0,7810,12117,5211
5826,54260076,2061743,28386,23272,129394,338673,11106061,1228,8714,4715,37569,3582428,180672,13490,809560,5554,23738595,791,4752536,0,1112,0,18732,7381,3257
5827,38718988,7397152,69365,24495,174541,351957,6702739,851,7151,12120,53962,4997856,226045,56908,3968296,17536,4503622,1486,5526844,0,1736,0,4338,1822,647
5828,39706802,6731046,77397,66383,232485,315063,5612360,1060,6985,666,18784,4663778,162357,78521,5792949,11899,6189660,1013,5767234,0,1037,1,13623,6103,1936
5829,32199663,6432593,59248,4766,107575,264962,4615812,7253,14075,477,10845,3500794,87741,94662,5204812,22194,6118579,2076,3905650,2,1432,0,1441,13011,6314
5830,34322439,6722177,68053,4138,91975,308153,7365284,7873,16120,9111,52524,3638034,237494,78415,6239043,8921,6727340,2625,4106685,0,5609,0,4386,9033,4843
5831,38268867,7744190,68900,3476,72860,170438,22935391,376,2948,14023,41607,5588769,157770,90927,5796280,19232,6288521,284,4310790,0,4574,0,5547,13734,8012
5832,47412825,2870645,51542,85458,217359,185981,21393998,1427,8783,4099,11869,2899300,25821,68234,3841441,9396,12350881,2254,2839857,0,988,0,437,3775,4172
5833,39046626,315812,9749,30143,163865,229771,9778851,3308,10434,8426,40117,2905900,161532,3377,321980,1850,23324350,1202,5780330,0,861,0,10736,16730,4209
5834,57405791,386786,9204,23273,75842,201376,10519216,2112,8773,5578,29790,5724641,169071,44071,1917427,14298,17136292,1290,5739684,0,741,0,9056,2232,644
5835,34193252,6904495,78380,17576,146669,249103,10102914,1835,12657,6068,49000,1459896,152531,92208,5459297,19721,5903892,998,4438393,0,1271,0,4633,219,438
5836,47238009,8100149,78534,61542,213507,357268,9742356,2653,23832,706,12009,5987346,142525,45153,4180713,7145,5715050,683,5265309,0,1084,1,23315,21530,14414
5837,35537547,6726370,77138,5048,116399,258020,7598892,2550,12984,2774,37020,3905232,229192,67741,7054106,8733,9774446,1508,2844491,0,826,0,1532,7701,4839
5838,29928151,5653405,42333,2461,50532,85449,24637404,292,2431,460,12440,3274039,102587,64633,6009232,12800,7706528,3081,3829757,0,9172,0,2879,17371,5115
5839,15096145,2807517,45289,31440,144109,170308,21119549,1236,5706,9379,23258,3374000,72995,36764,2516932,6878,11795200,37,2935600,0,3,0,2847,9266,5271
5840,58295302,328508,3653,25071,50008,391521,5175317,5685,18717,8825,27270,2534948,38826,3026,315420,2390,22037007,887,3526595,0,628,0,346,4041,2020
5841,54218686,450223,14288,33908,184941,246343,4179635,1777,25544,6549,39237,2596537,179683,38459,2572501,10863,16567873,1049,5321001,0,1035,0,10841,16366,4360
5842,34552767,6055606,65493,14945,130203,336126,9579119,1907,8945,1264,28166,5973193,208285,71439,6555825,13947,8814855,3995,5000535,0,1926,0,2842,2347,560
5843,38649845,7446306,70487,4357,100160,246637,9760089,1903,12722,639,19900,5206042,155038,75298,7159503,6084,9666594,895,4353797,0,1050,0,5451,2331,2465
5844,28957367,5386426,60858,25769,126864,188741,7339966,1438,8389,865,20452,4917776,161733,70932,5531705,12787,7886836,627,5773000,0,705,0,3129,19404,5701
5845,26582674,5470832,64979,3211,85618,182264,8904505,2430,12631,12392,55255,3876353,254539,61845,7252584,3782,9870261,3338,5498724,0,7487,0,11231,12069,5557
5846,27337724,4927665,50112,53647,197429,65181,22618583,920,8452,9144,24353,3596007,90004,52269,5925170,1605,8152148,2249,2447233,0,423,0,2035,13550,3512
5847,58483736,462085,5568,47207,98592,183389,10404208,2809,12063,4496,12099,2666105,19938,9227,1278187,3537,16466368,681,2789473,0,207,0,564,2925,4574
5848,63107527,1706707,32558,42682,89197,455761,20185382,12395,18315,16832,49510,5762562,201005,10650,410976,5673,20011516,1915,4988884,1,1627,0,7548,9394,4764
5849,62694109,4451917,128587,118168,257897,503699,8116228,8593,22024,9934,46927,6931133,270531,68738,2830521,13245,15107028,585,3250907,0,688,0,9868,4576,1371
5850,34366780,6598558,72788,5428,117682,345617,9070486,3033,17179,9816,68197,5719912,296391,141187,4995074,11999,13369104,1395,4838035,2,1484,0,8394,3917,3445
5851,35478899,6961461,71839,39899,266403,338267,9449651,2314,14220,1157,20384,5471048,153891,79347,7464122,8054,10325236,927,4792303,0,588,0,19404,8045,4089
5852,41967039,7068220,83085,37727,182331,491851,13330160,11362,22735,760,25598,4361721,157020,66022,6941835,9506,9391657,839,4505254,0,1071,0,11395,26160,8657
5853,35401681,6941441,54829,2576,46889,61699,24190207,36,1399,9878,46294,4380380,187985,62479,5404032,5712,7405524,2907,3409863,0,1845,0,6575,10156,5209
5854,43050844,3805524,57433,78495,205663,316217,19193226,5236,24423,30275,56201,3456263,190399,59962,5225032,8520,7636586,231,2644463,0,38,0,1494,14246,5097
5855,50589663,328023,7013,30952,146790,252699,10957352,2118,9446,6571,16936,3529596,44805,20709,974258,2528,21356718,2936,3452344,0,1696,0,3045,7567,6708
5856,53977828,479436,17166,26187,111408,248577,9169224,1496,13471,11032,34364,2597143,118076,8839,423660,4856,22896945,900,5804087,2,1375,0,11108,5445,4300
5857,33759461,6810742,73319,5974,131304,308299,8470854,1490,9814,15931,32249,1861357,47566,72371,5944594,16613,10525727,1225,4415198,0,720,0,7817,1955,705
5858,34515294,6462522,70731,50273,206334,136443,3674789,967,8769,8325,41997,2338659,89259,69730,7929249,4247,10889217,921,3355332,0,571,0,10509,5262,1485
5859,45218194,8047038,70197,10036,91652,144239,8296469,697,5127,6600,40654,2596503,91836,55656,4069735,10417,5528824,519,3668047,0,401,4,13536,26959,19188
5860,38707068,7593859,63050,15039,101475,417881,15605604,8491,33353,4463,33647,2688811,84622,77446,6474221,13338,8527478,2146,844878,0,9262,0,3449,8029,7790
5861,14904363,3102283,70752,86302,229190,60315,23316177,36,1374,15814,55966,3790760,112889,51458,5091616,6003,6981452,1717,2484736,0,212,0,2516,9045,5545
5862,57007025,2193060,37158,95252,176946,261420,13439107,3242,18350,8237,20884,4540216,49839,44944,3915858,4543,12186081,336,3154883,0,2242,0,7036,15021,6451
5863,68144155,444875,9124,39153,176063,267827,9412718,2645,11626,5290,19034,2717031,61616,3258,299656,1122,22280031,2224,5811091,0,9764,0,2233,9818,3590
5864,30867699,4721595,76619,42754,127895,209597,8343300,1381,10309,8533,59590,3314813,155303,8747,356905,4911,17027393,4156,3637287,0,7628,0,12986,7244,3695
5865,28761496,6243565,93921,23020,117602,179737,8151964,1257,7626,20278,94146,2646207,276925,65205,4798781,18173,6301831,1631,3125685,0,1653,0,8295,3315,1247
5866,26403986,5521466,77694,24107,92085,338996,8257745,1670,13011,4253,14757,4574213,186688,66776,7150379,6875,9644843,1884,2763265,1,1960,0,5650,4708,2250
5867,25230586,5685747,76886,10278,68918,125317,7011775,946,4046,3622,30216,5306636,191119,74029,7297291,9334,9635091,1341,3943324,0,744,0,4698,24127,8072
5868,30388205,6495887,96009,8192,101018,394848,16314585,7186,33421,1067,25574,3399845,144736,55184,5784797,10316,7912604,2946,5082263,0,9335,3,14243,17267,7350
5869,41589133,3049915,97405,138894,316039,58418,22306346,54,1341,14237,36490,4208883,129956,73624,4424767,8173,8553708,2245,2334466,0,524,0,5976,30994,8130
5870,56641077,332254,5772,24002,57152,215626,14399111,1665,8592,8407,15590,4229684,68095,37365,886447,2452,20491595,475,2176666,0,292,0,1614,12963,5632
5871,56102714,658204,24204,28098,111159,216172,11042106,1603,9372,12806,41549,2598286,112639,3615,360375,2098,25274235,2601,3433951,2,1222,0,2499,17596,5701
5872,21696603,3766174,85683,108738,391251,231970,11309430,1005,10410,3668,35289,5041828,208906,81990,7174496,16228,9526989,2210,3020596,0,5103,0,13717,15149,5017
5873,39579120,7476762,74449,10637,113405,328591,11058079,1532,10846,2117,30254,5476786,197362,67136,6480199,11425,8851320,2135,3322389,0,5427,0,16171,3954,1099
5874,42093676,8199142,64165,7365,71861,188598,6541081,841,9743,434,9782,4802442,104129,60592,4901387,15764,6377048,1696,4446250,0,2019,0,4245,1995,599
5875,43039793,8432064,59947,15053,59549,249103,6761902,5970,15499,826,19744,5684387,163045,90804,9825762,18287,12733605,2622,6027208,0,7630,0,4548,17066,7656
5876,22902396,4707283,96562,45693,367638,118091,23638514,2087,2648,20458,62295,6003885,199793,66410,7333317,13877,9746955,228,2724332,0,55,0,1873,9576,3783
5877,55202743,1704190,38972,93098,190796,129620,21847924,484,6390,4369,12293,3090655,25661,61704,4581091,5083,17408955,2062,2161128,0,911,0,499,3811,5285
5878,66595729,343545,3116,25821,55850,269236,11223304,1623,11974,9017,42395,2829862,208194,9889,447988,5194,24427082,2028,4501702,0,2506,0,1305,15574,5031
5879,37421955,5044313,77388,18938,140560,408632,8072002,3220,29202,8730,52082,4946237,209347,51065,3590154,11799,15393999,1407,5267427,0,2201,0,21448,10159,2055
5880,36215173,7108891,62653,4888,79379,145855,8471216,611,4517,14147,52327,4678808,417279,62570,7109631,11724,9349616,841,4727808,0,1168,0,5335,1902,611
5881,42905757,7206688,75287,60029,235178,152243,4782441,928,14672,7680,50669,5500275,369693,39967,4167765,10498,5158799,1335,4608364,0,1187,0,11807,17460,7933
5882,28138361,5244135,51970,5730,75199,334181,9762639,2114,23175,7685,25141,5022348,190564,74219,6517986,8751,9006561,1752,3836083,0,2808,0,1371,11118,5076
5883,26056633,4986767,54293,2913,77065,64274,25121373,54,1567,488,10510,5908661,124280,72213,6615715,11873,9058496,2699,5362084,0,6717,0,737,13829,4864
5884,48825892,865074,13261,40178,112953,253246,18119547,1893,12005,8315,28067,3874284,101218,39829,3949823,7867,7251649,69,3250169,0,125,0,2347,16720,5505
5885,65310595,713387,8166,25355,64242,191159,8589451,1115,7386,9490,27748,2522647,40018,3610,276902,1904,19380605,2277,5127512,0,5195,0,998,16916,4225
5886,35819600,5821480,87328,34364,294319,191205,10066676,844,6809,2973,22366,1313866,80043,9935,425480,4994,22016224,2236,5028468,0,1874,1,9435,5300,1215
5887,39177240,7668299,73284,4450,103132,311443,5489028,2956,12728,28131,70518,4226727,368510,65217,7217459,12368,9872935,3324,4409285,0,6669,0,7144,5259,1503
5888,32371150,5926437,42886,2063,49032,217372,8916322,2419,8071,913,17978,6205821,181681,86189,7530082,14844,10061631,1820,2523915,3,3719,0,8891,15379,9102
5889,27772487,5681061,78388,22538,134345,172245,10660708,1046,5150,6043,49845,5919567,252195,61341,6395895,9920,8727796,1305,2261454,0,1708,0,821,7947,4164
5890,38335652,7709233,66285,2935,67304,313954,12213301,6303,16964,703,20132,6142682,165806,110602,5609329,16545,7203928,2672,5383069,0,9543,0,7321,8857,4085
5891,29576110,5302616,67777,39527,191555,104060,20108472,3488,5905,8027,28964,5403749,153234,61229,6451667,14047,8306150,239,2859715,0,46,0,2171,10243,3857
5892,49681893,767091,14688,73408,180826,305793,22724070,9370,12318,13700,35802,3019332,128222,38584,3534048,4726,11409988,3543,4035974,1,2554,0,966,8238,4618
5893,65188062,2218454,44183,92719,147135,628617,4624663,13064,47531,5198,13541,2754475,27780,35799,1553477,7625,18686465,613,5909974,0,1341,0,12505,25050,11276
5894,56015504,2321308,59058,104168,257746,206368,9976799,3530,9207,22521,74621,6904818,307325,17174,970593,3314,25257914,1714,4567811,0,959,0,8342,6093,2487
5895,51519026,9086369,117439,124948,388155,237366,8161457,1241,11983,2331,28291,6039142,210070,94889,6724497,17847,12178322,1770,3507009,0,1897,0,17513,3003,5294
5896,35889505,7326478,82033,14341,118030,276059,7522902,1372,8099,7693,40274,5143867,250029,70327,6753534,16169,8740265,1256,3995898,0,703,0,13973,7116,2751
5897,44752459,8553604,62290,4205,51173,151581,8034018,404,4238,791,22588,2936734,127683,56709,6721292,7673,8645858,1548,4464526,0,2517,5,9432,22194,8887
5898,36494403,7170770,71807,24916,213488,259195,11245399,5944,13171,17427,45278,4303374,141921,81253,7456197,22907,9393324,1320,2617806,0,201,1,1058,17426,4755
5899,39531458,4846167,93341,62152,208164,81670,21779041,570,1911,8519,20551,3770552,79592,61053,1610321,30379,3033374,545,2809522,0,171,0,4811,8844,4716
5900,51933842,616707,21234,29317,63683,184561,18395652,893,7696,6381,15430,2970467,46927,52596,1345242,2587,20976889,2984,2519022,0,4559,0,2393,10220,5036
5901,57365668,298862,2571,21672,46550,419725,10056156,2443,28751,11729,50130,5538036,244179,2855,342884,1247,25927928,524,6452431,0,1028,2,13584,21828,3439
5902,31718958,4699420,58915,23102,148775,191742,10648259,1019,8161,1317,33853,5565775,200715,77873,6302428,19379,9197917,2003,5316768,0,1030,0,7198,2809,744
5903,33982793,6616089,66088,40012,170695,211770,7092134,1629,10175,4187,23743,4189123,146554,91087,7671582,15541,10145166,3671,4521858,7,3927,0,5065,3859,3876
5904,39678877,6718778,69623,21735,151142,346049,12048624,734,7816,3976,13545,3413450,92791,43280,2996498,10802,3987045,1657,4609523,0,706,1,1460,19941,5121
5905,37815974,7650943,54608,11126,76489,308554,17801737,7911,16805,728,26351,4661423,162838,41152,4958479,7701,6348913,200,2524662,0,273,1,12363,15533,7322
5906,44372447,4914792,66188,76011,178114,171365,22611209,508,19072,20769,59031,5165792,191211,62407,5214914,8549,7902284,4287,2714057,0,2935,1,925,18839,3787
5907,61818403,322279,3486,24695,55179,282729,15541517,2489,10904,3866,11317,2566882,24745,31754,1148555,3002,22771174,806,3536476,0,4234,0,345,5331,2664
5908,56002610,2306489,37389,28050,146223,253055,9976496,1357,13574,9200,32626,2799452,132820,7213,394830,4299,24159298,2423,6640360,0,13496,0,10180,11051,4899
5909,36584921,7084548,72012,29517,244803,298255,7816763,1597,9211,23143,76401,5508277,391403,75977,6301522,18242,8236206,1761,6143299,0,1778,1,14575,17136,4522
5910,43460349,8489172,61989,7680,52157,241662,10099548,1163,10740,15407,50217,7660916,548583,62603,6570064,16081,8402356,1805,4381664,2,2076,0,5092,1872,631
5911,38067499,7619485,55282,4241,83368,132463,5881469,454,4961,3803,23580,5849780,151412,59629,8058349,4173,10926895,1152,4422925,0,2018,0,5046,5643,1563
5912,26142732,4041169,75043,81527,268434,333651,6888561,6081,18788,731,25688,4371709,167245,67464,5275597,10862,6969241,2788,5846127,7,6084,0,14957,20595,12787
5913,27150158,5131485,52459,41322,157200,142353,23391064,2431,4224,13354,55133,4367417,250634,45884,3865150,6886,5152948,341,3204572,1,900,0,434,6255,2694
5914,59276503,1072518,19532,52368,105012,182393,22478971,930,21338,14327,37498,5356908,125520,57443,5263122,6344,10588224,603,3189755,0,413,0,1234,18775,6047
5915,64581684,297616,2191,23859,43735,238266,6816485,1194,12925,4117,11941,2859183,25521,10296,412440,2455,10892647,1921,5654681,0,1806,0,574,10428,3331
5916,35749242,6307872,71248,9034,115776,210549,8238102,901,8610,4349,35799,3665019,169714,7177,325996,3103,21450652,3065,3828244,0,1932,0,17793,11433,3961
5917,34877093,5979754,68279,75576,383049,177067,7593358,646,6317,4617,24058,5254296,178340,47176,2120662,18954,13308655,1154,2285295,0,610,0,4319,570,356
5918,42004006,8206159,60767,3887,77069,221130,11019782,798,10090,6779,59607,4634942,246172,63932,6662575,12310,8356290,1483,5465486,0,1558,0,5678,2495,1485
5919,43619756,8331128,60902,4672,63341,158466,7467118,521,5948,809,16832,5953334,170641,63126,7510875,13475,9585422,547,4928984,0,615,0,5227,28315,7319
5920,31153058,6285879,96273,17592,131145,128976,3384930,1188,8125,2412,30564,3892350,200407,79055,6215060,17460,8225591,2702,5400853,0,7871,1,1144,13208,5104
5921,27304436,5124095,42329,2185,55758,300418,14459886,6120,8951,12845,36072,4752570,105121,55264,5005345,7499,10480516,2240,2576929,0,627,0,8672,14738,6453
5922,38503826,1789349,36006,105179,319583,65873,26427073,45,1564,4872,13458,2976728,23674,3299,307455,1865,22159704,193,2300384,0,140,0,2946,11099,5479
5923,60216348,286111,2732,22677,50251,330207,10649143,2228,16307,21166,87000,3269566,448840,28398,1026120,11239,20980942,1791,4061972,0,995,0,13110,8111,3346
5924,43662079,2399743,54646,44044,188908,197048,10578006,1137,7879,7045,35502,3595758,269756,61030,7483903,7838,9766693,1543,4849014,0,1866,0,3237,251,226
5925,40356858,6930612,79416,64213,266221,392783,7782516,4627,29059,997,16816,298817,103834,72152,5978143,17382,7646350,1315,5201948,0,1262,0,4613,9166,4577
5926,42261062,8163849,62806,4975,73002,129340,2002904,731,7875,1779,16694,4537238,207958,63438,6125064,11245,8207918,451,4161414,0,494,0,6264,13348,6464
5927,21600998,4205251,36197,24723,95275,202177,9246280,1392,8069,3336,26686,4643923,174366,61413,3721003,14316,5044714,2688,5047537,0,7251,0,17292,16695,6604
5928,11356561,2533106,66080,42846,169904,139347,15690070,1939,9386,11611,48188,3688615,191484,64032,6812628,10568,8817122,241,2439224,0,43,0,1008,8585,5004
5929,44149399,2606499,23533,37243,110173,46287,24049243,1,184,3598,10548,2553701,25360,32375,2566527,5759,17061725,1345,2627823,0,555,0,1912,19130,6424
5930,64662005,435562,8996,39850,172080,233996,11723203,2157,17437,8679,26850,2407310,93906,3301,311847,2101,22253534,3513,5502247,0,2320,1,718,4334,3152
5931,42001255,4079930,52215,21091,151110,393682,6575246,2190,21564,1559,17944,2627775,130820,60209,4343558,11452,13552861,818,5847930,0,951,0,8410,8536,2018
5932,31354002,6318772,86149,18731,156587,136798,5252513,794,7496,13021,62287,4087747,244990,49829,7678765,7864,9917542,1066,4413923,0,1040,0,8557,4763,1468
5933,33204688,6420549,56521,3865,74723,185334,10684262,979,5522,1061,28087,5572396,185539,63089,6236047,14765,8003046,1260,3898123,0,535,0,7996,12991,4991
5934,33860591,6878456,65785,4971,84194,380297,7240746,1976,34221,511,19608,5247858,159193,83651,5647594,14190,7384210,443,2498406,0,294,1,1403,18705,4590
5935,41249668,7057680,73734,85336,257112,132206,16627908,1511,8264,6075,41053,5812906,185998,57976,5120344,14834,6437312,2928,5153680,0,6956,0,4093,11438,6164
5936,53157118,4652410,43941,49304,141323,113186,22270291,2369,4613,8519,27331,2072137,76427,48092,5328554,8973,6856206,242,2638391,0,74,0,4369,13924,2744
5937,60011159,272044,1435,22345,35989,339268,18001117,8687,11189,7699,14334,2591195,51410,18392,1663270,3632,19976359,1913,2818745,1,983,0,4150,29918,5853
5938,4385617,13804,299,1281,4799,370499,10114168,6483,14187,9748,28422,3770693,119626,22304,1011933,3758,10383364,1741,4923393,0,1654,0,8013,10801,5258
5939,51479215,2271577,61742,92878,280332,239047,10452165,1233,11720,29116,83881,6719633,419735,29876,1170795,4563,18983174,792,5705264,0,1262,0,9944,3284,963
5940,44074801,4489352,153699,92346,314139,423782,9108066,3025,16373,15249,71021,5325439,342240,115555,2760352,12211,12744076,4816,2528177,0,12629,0,14019,7037,3616
5941,37103698,7449250,97322,67299,244553,227851,9482256,1009,10198,6419,30186,5005479,188958,111982,6308395,27827,8674982,2421,2234222,0,4843,0,14710,8943,4112
5942,40319233,8266248,70461,7485,68024,247827,8415759,6223,14872,609,16732,5476686,151254,56987,7308853,8749,9344164,1715,3857696,0,2523,0,16160,32097,7220
5943,36401477,6903579,69365,5362,110763,151103,21136355,3052,4824,7412,46161,5017961,228555,80059,4996406,19173,6907566,1081,2909690,0,114,0,2120,8458,5733
5944,25623733,2598370,45969,136676,296159,150411,21291824,1600,18102,14685,32653,4396191,80116,62355,6297036,11727,8527933,700,3374561,0,345,0,16392,29103,8586
5945,61873818,533072,8058,33852,69411,269110,10153893,1538,11863,10494,31631,2729988,54438,21722,1171517,1365,21107346,2982,987469,0,1863,0,8570,17581,4716
5946,59503259,558912,20904,26906,119207,219278,11106102,1140,7719,4757,29586,4804787,161019,3222,325885,2103,23472968,2625,3911536,1,2173,0,11648,2909,782
5947,45152283,9091106,103238,115488,407454,374754,9917883,1657,15146,910,18537,947684,120988,71347,5778387,15098,9713525,701,5569698,0,1194,0,5146,1988,717
5948,39533956,6976219,81439,35975,169289,142558,7552435,752,4751,2815,33799,4328277,219145,79574,6563117,20536,8672011,902,5206918,0,982,1,4352,15807,8455
5949,41737720,8167697,62876,5993,78764,129214,2253150,843,7706,729,17292,4648147,167500,31613,4506242,3532,6046948,1297,4884565,0,1251,0,10946,19708,5447
5950,10943850,1889916,32281,18026,153335,384452,15245905,7866,27337,16345,48502,6643386,198923,56258,5739679,9920,7459836,1630,3440219,0,2529,0,824,14888,5299
5951,24321067,5001526,52312,4338,86573,76524,22305962,117,2080,4771,15436,3214472,42679,65668,5742251,18137,7306856,2147,2638507,0,2214,0,452,8762,5204
5952,57620397,1983719,32125,96411,197784,192366,16779867,1050,9179,4429,12198,2517134,21697,50943,4341664,6509,8234878,175,3231321,0,230,0,11844,12490,7511
5953,62524351,325560,3557,26352,56210,227743,8898879,1760,10027,11582,60753,3989002,286452,15443,618851,4723,20114310,1215,7350238,0,12975,0,15759,17449,2960
5954,34811278,4250289,55513,14587,154942,163391,9784647,789,5714,428,12560,6107412,157760,1357,301238,761,23864930,3632,4708469,0,4061,0,3167,1643,574
5955,32467985,4840353,61468,78468,195539,342690,2912855,8572,24518,1019,27944,6096542,188256,40555,2543151,10212,3797533,857,5861846,0,1249,0,5247,8424,4701
5956,25322372,5327132,60966,10859,113300,165954,5517035,3017,8775,12215,71692,4290487,254624,70824,6686745,15302,8710196,1800,4672118,0,1034,1,631,3751,4393
5957,35637985,7052559,65740,3446,51423,252527,6746333,2867,16827,942,22975,4655443,162715,68858,5948829,14730,7670674,1851,5326089,0,5519,0,3983,13106,6440
5958,29414467,5831262,66429,9822,131981,334525,16703293,4074,7495,9031,24064,3268176,94192,44197,4965224,6364,6317689,1541,4300685,0,4643,2,5932,18154,6408
5959,44937930,1948838,73278,80832,176414,49426,25971108,6,189,16567,45743,4974576,163551,61761,4826751,12020,7363504,2336,2871363,0,3249,0,463,7817,3599
5960,64536858,407265,7505,41206,158106,223883,11544887,1495,11022,4043,12185,2713689,24246,59954,1384205,4797,17204735,1159,5474379,0,1453,0,9226,23183,6409
5961,41908398,2143037,29933,17373,122504,453347,6778628,4057,25727,12876,62247,3434255,293301,3677,232301,2089,15842426,1258,4670951,0,534,0,18501,6420,3096
5962,35546883,7187387,86594,6698,98761,218498,7956570,1322,11109,12186,57408,3960631,245365,39908,2686510,12513,18639527,1638,2437735,0,1734,0,4356,2065,606
5963,19539285,3904083,71758,66909,271801,243993,8711485,1571,11193,1340,14748,6219445,158924,61424,7227644,10008,9243271,571,3690922,0,634,1,13118,11941,6212
5964,29451403,6138894,55991,12744,91463,215592,9116802,2586,12986,14103,52795,4409039,313153,79392,4596654,21648,6239596,1926,3430794,0,3804,9,20968,23143,10580
5965,34942392,6445130,71826,81115,248345,241949,19398030,6010,9252,1934,21667,3730698,160360,62394,7638385,11946,9602313,1670,4476639,0,4081,6,32996,34502,17049
5966,42365233,5930881,74109,79791,211295,169325,21918681,643,21077,17784,41752,4998608,144635,58855,4712136,8751,9560618,561,3016752,0,228,1,34397,36622,11279
5967,65796878,506587,10340,32435,67899,226667,13254161,2278,8850,10630,28189,2744603,39776,14954,622099,1030,21001127,2117,5058365,0,1933,0,28711,28118,3900
5968,61142528,2506822,35220,55791,83975,300351,13519673,5330,8957,7244,38682,3329639,164662,4279,320402,2430,20758365,4179,6340060,0,4621,0,22029,14778,5653
5969,52894533,10834301,140455,91791,207187,386956,11541821,2404,11014,1236,31791,4542183,146170,118324,6865909,33412,9553780,1460,5694769,0,1149,0,10094,588,470
5970,43543575,8867328,85759,20380,105613,252999,9814742,1932,12956,2756,25283,4004792,183648,154385,11390595,27134,13140545,1418,5324683,0,2434,1,8675,6537,2973
5971,46227613,6965167,84439,160782,474885,175634,9919290,1209,7632,12897,32071,6002539,149696,68150,6798203,9846,9366131,1189,4835521,0,1479,1,5617,19474,4090
5972,47584966,8663719,56132,35462,95856,302732,6019661,1551,28349,54524,78719,6373951,113556,46719,4548362,9569,6247154,1486,4195728,0,974,0,14991,7759,2885
5973,35711014,6872067,68915,27242,150528,122777,17375978,1875,8575,31941,50301,3416732,68968,41200,4382811,17477,5302949,2583,5138376,0,4964,6,10397,15169,3582
5974,53580110,407468,10118,39066,170509,62187,22666387,56,1561,5310,13813,2832714,24954,37391,1147090,18338,5644596,320,3784065,0,1994,19,45988,42995,12806
5975,60991978,400633,8851,24376,69483,281354,12297711,1548,15308,13580,58534,4437453,248406,1419,278903,505,22444625,252,2460825,0,38,2,22799,28235,6715
5976,42312647,7744994,120134,76136,319669,191674,10848867,1085,6938,873,18966,6174490,159483,29125,1008362,9851,18341178,5083,3063138,0,3937,62,38343,15883,5823
5977,42614964,8437504,79712,27621,124814,237233,9687521,1219,9287,898,29977,5743827,197510,106257,7722570,25089,10205493,2073,4013516,2,2040,5,13797,5935,3166
5978,37350810,7363700,67222,5887,103515,179001,6759924,875,8078,13834,66050,5858129,233117,84894,6920375,10466,8929102,414,5821532,0,1125,0,5852,293,564
5979,33974507,5852219,66835,79373,249846,122340,5747468,662,5156,1202,31027,4916427,210335,62779,6016977,10495,8164415,2118,5294540,0,2235,1,12886,19903,6604
5980,39032784,7256724,83419,35659,181366,220081,17176140,1497,8622,639,10297,5075507,122451,61557,8245720,7564,11031971,3310,4904866,0,9024,0,11058,9593,5904
5981,37733386,3733014,37915,34004,106619,126139,21494005,3836,6109,9642,30597,3025720,84241,49957,3955354,10090,13437629,222,2777892,0,53,0,1627,11288,3208
5982,69346047,1597831,26369,39979,85997,528903,18834930,12415,34008,7090,17115,3022429,85113,3548,339907,2033,24515327,3684,3432799,0,1665,0,1164,2834,5483
5983,64427852,1702998,30727,98147,172924,465137,5132523,5711,29832,14995,46104,5045025,99717,38720,1743193,3931,14765853,1339,5737546,0,1106,0,2482,4140,4327
5984,35614180,5394344,87385,107684,431324,261881,5348985,4783,18988,10757,70531,5508321,336332,86472,4266407,25025,11733984,859,5910039,0,981,0,18912,9717,3623
5985,39824361,7607168,70609,23396,148466,264322,8087910,2820,6494,720,16027,5920265,161381,89809,6614812,19923,8944621,2844,5296557,1,2179,0,5682,2887,4961
5986,35797984,7127534,85564,9554,68168,174609,8710320,709,6414,250,13058,3191328,92385,62430,7214857,8061,9411502,1518,6108262,2,4790,0,7054,911,469
5987,32173938,6181425,69532,5908,132399,300157,11776541,5906,13558,10136,55853,2994407,280461,58891,6665732,10127,9137158,2863,5562518,0,3433,0,22945,16654,10000
